City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,tura,25.5198,90.2201,29.64,78,84,1.16,IN,1694501341
278,santana,-0.0583,-51.1817,28.1,78,40,3.09,BR,1694500980
279,kamloops,50.6665,-120.3192,16.55,63,20,1.03,CA,1694501154
280,noumea,-22.2763,166.4572,20.99,71,76,6.31,NC,1694501182
281,loukhi,66.0764,33.0381,17.26,80,100,5.36,RU,1694501341
282,valdosta,30.8327,-83.2785,22.77,96,0,2.57,US,1694501342
283,forssa,60.8146,23.6215,17.04,92,100,3.51,FI,1694501342
284,itaituba,-4.2761,-55.9836,26.48,64,98,1.02,BR,1694501342
285,leninskoye,41.7589,69.3864,22.72,28,0,3.23,KZ,1694501343
286,muroto-misakicho,33.2833,134.15,27.54,71,76,3.23,JP,1694501343
287,hampshire,42.3334,-72.5829,21.27,98,100,0.0,US,1694501343
288,boa vista,2.8197,-60.6733,23.99,88,75,1.03,BR,1694501343
289,port lincoln,-34.7333,135.8667,20.34,50,12,1.06,AU,1694501155
290,illapel,-31.6308,-71.1653,11.16,91,100,1.35,CL,1694501171
291,tres lagoas,-20.7511,-51.6783,23.67,34,0,3.13,BR,1694501344
292,halvad,23.0167,71.1833,32.6,49,93,7.04,IN,1694501124
293,kuta,-8.7233,115.1723,28.97,79,20,7.2,ID,1694501344
294,ishpeming,46.4885,-87.6676,11.52,92,100,3.56,US,1694501345
295,eforie sud,44.0229,28.6494,22.67,53,6,1.86,RO,1694501345
296,weno,7.4515,151.8468,29.97,70,75,2.06,FM,1694501345
297,ventnor,50.5948,-1.2037,18.55,97,91,0.45,GB,1694501345
298,vorkuta,67.5,64.0,13.46,49,79,1.93,RU,1694501346
299,pallasovka,50.05,46.8833,15.44,55,97,2.29,RU,1694501346
300,cabedelo,-6.9811,-34.8339,23.37,83,22,7.67,BR,1694501346
301,keflavik,64.0049,-22.5624,4.24,70,20,4.12,IS,1694500856
302,tazovsky,67.4667,78.7,10.98,63,42,6.64,RU,1694501347
303,magadan,59.5667,150.8,11.41,70,100,1.61,RU,1694501347
304,kitakami,39.2833,141.1167,30.19,66,75,4.12,JP,1694501347
305,saldanha,-33.0117,17.9442,10.19,61,90,3.62,ZA,1694501347
306,barranca,-10.75,-77.7667,17.8,85,98,4.09,PE,1694501347
307,dauphin,51.1494,-100.0502,5.51,66,45,2.22,CA,1694501348
308,mattersburg,47.7333,16.4,26.23,57,29,0.57,AT,1694501348
309,amargosa,-13.0303,-39.6047,19.4,88,100,1.59,BR,1694501348
310,grantsville,40.5999,-112.4644,19.24,31,23,1.48,US,1694501348
311,guatrache,-37.6678,-63.5302,6.0,46,0,3.13,AR,1694501348
312,olinda,-8.0089,-34.8553,25.85,73,40,4.63,BR,1694501349
313,kyzyl-mazhalyk,51.1333,90.6,17.01,49,100,0.35,RU,1694501349
314,tuy hoa,13.0833,109.3,34.49,50,96,3.08,VN,1694501349
315,zemio,5.0314,25.1361,26.27,75,53,0.72,CF,1694501349
316,kayangel,8.0823,134.7173,28.32,77,100,6.62,PW,1694501350
317,fisterra,42.9049,-9.2629,15.42,84,9,1.51,ES,1694501350
318,mandera,3.9366,41.867,31.39,41,36,5.84,KE,1694501350
319,gargalianoi,37.0667,21.6333,23.53,35,0,1.14,GR,1694501350
320,bontang,0.1333,117.5,24.59,91,100,2.52,ID,1694501351
321,phek,25.6667,94.5,23.18,79,100,0.68,IN,1694501351
322,temara,33.9287,-6.9066,20.58,95,40,0.0,MA,1694501351
323,nadvoitsy,63.8667,34.3167,17.05,77,12,5.13,RU,1694501351
324,pionerskiy,54.9508,20.2275,17.91,78,62,3.02,RU,1694501352
325,deltona,28.9005,-81.2637,24.92,95,0,0.0,US,1694501352
326,bhairab bazar,24.0667,90.9667,32.06,67,94,3.73,BD,1694501352
327,dois vizinhos,-25.7336,-53.0572,16.14,89,0,1.74,BR,1694501352
328,khandyga,62.6667,135.6,7.78,70,95,2.45,RU,1694501352
329,mpika,-11.8343,31.4529,26.84,32,0,4.38,ZM,1694501353
330,gannan,47.9147,123.5031,18.32,44,98,4.27,CN,1694501353
331,dalandzadgad,43.5708,104.425,22.45,22,100,4.49,MN,1694501353
332,beledweyne,4.7358,45.2036,31.3,41,55,7.36,SO,1694501353
333,sinabang,2.4803,96.3801,28.05,81,87,3.88,ID,1694501354
334,perryville,37.7242,-89.8612,19.61,100,100,3.6,US,1694501222
335,tralee,52.2704,-9.7026,10.1,88,16,1.66,IE,1694501354
336,medicine hat,50.0501,-110.6683,21.24,42,0,8.23,CA,1694501138
337,matoury,4.8483,-52.3317,22.98,100,0,0.0,GF,1694501354
338,bhag,29.0415,67.8239,40.08,21,0,2.51,PK,1694501354
339,afaahiti,-17.75,-149.2833,21.93,87,100,10.58,PF,1694501355
340,pimenta bueno,-11.6725,-61.1936,27.01,56,46,1.0,BR,1694501355
341,taco pozo,-25.6167,-63.2833,17.13,60,34,7.87,AR,1694501355
342,skovorodino,53.9833,123.9167,10.83,51,100,4.99,RU,1694501355
343,pisco,-13.7,-76.2167,17.79,88,5,1.03,PE,1694501356
344,hadibu,12.65,54.0333,29.1,69,29,10.29,YE,1694501356
345,honiara,-9.4333,159.95,26.67,82,100,1.12,SB,1694501005
346,tsiombe,-25.3,45.4833,31.63,25,0,1.78,MG,1694501356
347,arkhangel'sk,64.5401,40.5433,17.35,68,56,4.35,RU,1694501356
348,kimbe,-5.5502,150.1429,27.87,72,25,4.54,PG,1694501315
349,codrington,-38.2667,141.9667,17.44,65,18,3.33,AU,1694501357
350,sharm el-sheikh,27.8518,34.305,31.9,41,0,7.15,EG,1694501357
351,tobruk,32.0836,23.9764,25.47,66,0,5.39,LY,1694501357
352,perevoz,55.5961,44.5446,14.31,67,100,3.4,RU,1694501358
353,phan rang-thap cham,11.5667,108.9833,34.93,47,67,5.37,VN,1694501358
354,las heras,-46.5419,-68.9359,4.4,66,14,9.96,AR,1694501266
355,mvurwi,-17.0333,30.85,26.94,16,0,1.87,ZW,1694501358
356,hilo,19.7297,-155.09,23.47,95,100,5.14,US,1694501359
357,nadi,-17.8,177.4167,26.0,73,40,4.12,FJ,1694501285
358,macapa,0.0389,-51.0664,27.99,78,40,3.09,BR,1694501359
359,mar del plata,-38.0023,-57.5575,8.38,86,0,3.6,AR,1694500803
360,fort bragg,35.139,-79.006,23.75,92,0,0.0,US,1694501359
361,nar'yan-mar,67.6713,53.087,15.91,74,91,6.65,RU,1694501359
362,port hedland,-20.3167,118.5667,31.03,30,21,7.72,AU,1694501360
363,tabou,4.423,-7.3528,24.6,91,100,2.63,CI,1694501360
364,sona,45.4388,10.8255,22.19,79,100,1.54,IT,1694501082
365,franceville,-1.6333,13.5836,23.91,73,7,1.58,GA,1694501361
366,zurrieq,35.8311,14.4742,24.98,88,0,1.03,MT,1694501361
367,hanceville,34.0607,-86.7675,24.0,70,100,1.2,US,1694501361
368,cockburn town,21.4612,-71.1419,29.17,75,19,8.1,TC,1694501361
369,wulingyuan,29.3494,110.5441,21.96,96,100,2.32,CN,1694501361
370,teluknaga,-6.0989,106.6381,36.46,49,20,6.17,ID,1694501362
371,vilyuysk,63.7553,121.6247,12.74,53,99,2.53,RU,1694501362
372,bryne,58.7354,5.6477,14.2,95,75,6.69,NO,1694501362
373,el alto,-4.2714,-81.2147,19.12,80,49,5.72,PE,1694501362
374,galesong,-5.3166,119.3661,36.01,50,26,3.24,ID,1694501363
375,north battleford,52.7834,-108.2847,13.56,67,0,6.17,CA,1694501363
376,villa gesell,-37.2639,-56.973,6.7,81,92,6.63,AR,1694501155
377,n'dalatando,-9.2978,14.9116,18.67,78,85,1.63,AO,1694501363
378,gardnerville ranchos,38.8882,-119.7413,18.99,57,0,3.09,US,1694501243
379,selkirk,50.1436,-96.8845,9.04,75,0,2.74,CA,1694501349
380,ketchikan,55.3422,-131.6461,13.26,94,100,4.63,US,1694501364
381,alekseyevskoye,55.3071,50.1135,13.13,68,100,4.7,RU,1694501364
382,lazaro cardenas,17.9583,-102.2,25.74,87,9,1.34,MX,1694501364
383,livingston,55.9029,-3.5226,10.67,89,0,1.03,GB,1694501364
384,nacala,-14.5428,40.6728,27.62,74,40,6.17,MZ,1694501365
385,illizi,26.4833,8.4667,23.89,20,0,3.38,DZ,1694501365
386,alaghsas,17.0187,8.0168,28.94,34,0,4.12,NE,1694501365
387,nyurba,63.2842,118.3319,8.25,87,100,1.28,RU,1694501365
388,bako,5.7833,36.5667,21.89,69,89,1.07,ET,1694501365
389,carnarvon,-24.8667,113.6333,22.33,66,6,5.57,AU,1694501203
390,sao joao da barra,-21.6403,-41.0511,21.93,88,0,8.9,BR,1694501367
391,salinopolis,-0.6136,-47.3561,26.25,76,2,6.04,BR,1694501367
392,alvaraes,-3.2208,-64.8042,23.01,99,100,0.72,BR,1694501367
393,qaryat suluq,31.6682,20.2521,24.37,60,0,5.63,LY,1694501368
394,touros,-5.1989,-35.4608,24.07,82,19,5.44,BR,1694501317
395,minas de marcona,-15.2119,-75.1103,11.27,90,57,6.6,PE,1694501368
396,sayre,41.979,-76.5155,17.03,98,13,0.64,US,1694501368
397,oum hadjer,13.2954,19.6966,27.65,73,96,5.27,TD,1694501368
398,lhokseumawe,5.1801,97.1507,30.54,63,100,2.77,ID,1694501369
399,carauari,-4.8828,-66.8958,22.03,99,100,1.19,BR,1694501369
400,tambopata,-12.7333,-69.1833,23.68,73,4,1.21,PE,1694501369
401,jawf al maqbabah,13.8378,45.8349,31.97,35,39,4.19,YE,1694501369
402,kuala belait,4.5833,114.1833,31.09,64,100,1.9,BN,1694501370
403,la foa,-21.7108,165.8276,20.68,73,68,5.61,NC,1694501299
404,taulaga,-11.0553,-171.0883,28.36,76,36,5.39,AS,1694501370
405,mount pearl,47.5166,-52.7813,13.31,97,100,3.09,CA,1694501255
406,dadukou,26.5479,101.7054,28.06,66,100,2.67,CN,1694501370
407,fortuna,40.5982,-124.1573,15.75,94,100,3.6,US,1694501371
408,charters towers,-20.1,146.2667,27.01,21,41,6.69,AU,1694501371
409,svatove,49.4103,38.1503,16.73,58,100,1.4,UA,1694501371
410,pandan,14.0453,124.1694,26.0,89,100,1.09,PH,1694501371
411,taltal,-25.4,-70.4833,15.46,79,3,0.97,CL,1694501170
412,tanguieta,10.6212,1.2665,24.97,89,100,2.91,BJ,1694501372
413,powder springs,33.8596,-84.6838,24.06,91,20,0.0,US,1694501372
414,kenai,60.5544,-151.2583,9.49,87,0,2.06,US,1694501372
415,tofol,5.3248,163.0078,27.46,75,100,2.4,FM,1694501372
416,nantucket,41.2835,-70.0995,22.23,100,100,1.54,US,1694501372
417,ballina,-28.8667,153.5667,19.32,60,0,4.46,AU,1694501136
418,acarau,-2.8856,-40.12,24.98,81,4,6.63,BR,1694501373
419,belyy yar,53.6039,91.3903,15.94,77,0,2.0,RU,1694501373
420,praia da vitoria,38.7333,-27.0667,20.98,88,20,3.14,PT,1694501373
421,luanco,43.6152,-5.7934,18.34,98,94,0.9,ES,1694501374
422,terme,41.2092,36.9739,18.96,57,14,3.72,TR,1694501374
423,adrar,20.5022,-10.0711,31.79,29,84,3.52,MR,1694501374
424,dogonbadan,30.3586,50.7981,37.05,26,0,0.0,IR,1694501374
425,namibe,-15.1961,12.1522,17.31,84,53,4.16,AO,1694501374
426,da nang,16.0678,108.2208,32.99,55,75,3.6,VN,1694501375
427,inhambane,-23.865,35.3833,21.99,88,75,9.26,MZ,1694501375
428,upper grand lagoon,30.1633,-85.7408,27.24,87,0,2.57,US,1694501375
429,bar,49.0772,27.6826,20.97,25,5,3.11,UA,1694501375
430,afif,23.9065,42.9172,36.97,11,23,2.62,SA,1694501375
431,kabirwala,30.4068,71.8667,36.92,16,0,2.53,PK,1694501376
432,roma,43.2128,-75.4557,18.86,96,100,0.0,US,1694501376
433,syktyvkar,61.6764,50.8099,9.85,93,100,2.0,RU,1694501376
434,chonchi,-42.6128,-73.8092,6.56,98,100,1.36,CL,1694501189
435,bairnsdale,-37.8333,147.6167,21.7,39,0,1.79,AU,1694501376
436,leduc,53.2668,-113.552,16.88,67,75,3.09,CA,1694501377
437,aripuana,-9.1667,-60.6333,24.8,65,69,1.54,BR,1694501377
438,tamanrasset,22.785,5.5228,25.95,17,0,7.2,DZ,1694501377
439,polyarnyy,69.1989,33.4478,15.65,84,99,10.89,RU,1694501377
440,lorengau,-2.0226,147.2712,27.72,80,8,5.14,PG,1694501377
441,guaratuba,-25.8828,-48.5747,18.8,92,0,2.17,BR,1694501378
442,yaren,-0.5472,166.916,28.86,71,93,2.84,NR,1694501378
443,quelimane,-17.8786,36.8883,23.97,60,0,4.63,MZ,1694501378
444,cromwell,41.5951,-72.6454,21.51,97,100,0.0,US,1694501108
445,vetovo,43.7,26.2667,23.46,35,0,1.79,BG,1694501379
446,kintampo,8.0563,-1.7306,22.12,96,71,2.96,GH,1694501379
447,kijang,35.2442,129.2139,28.85,66,92,2.64,KR,1694501379
448,ivins,37.1686,-113.6794,24.26,50,96,0.89,US,1694501379
449,peniche,39.3558,-9.3811,18.03,97,0,0.24,PT,1694501380
450,nizao,18.25,-70.2,26.04,85,18,1.45,DO,1694501156
451,castillos,-34.1667,-53.8333,11.07,85,78,5.73,UY,1694501380
452,amungan,15.3652,119.9582,28.45,76,100,1.48,PH,1694501380
453,daru,-9.0763,143.2092,25.61,68,43,8.09,PG,1694501279
454,harrismith,-28.2728,29.1295,6.02,36,7,7.01,ZA,1694501381
455,abu qurqas,27.9312,30.8384,27.64,52,0,6.55,EG,1694501381
456,thurso,58.5927,-3.5259,10.48,66,100,7.22,GB,1694501248
457,kas,36.2018,29.6377,29.94,31,0,1.58,TR,1694501381
458,ampanihy,-24.7,44.75,30.61,30,0,2.3,MG,1694501381
459,fuglafjordur,62.244,-6.814,6.26,74,99,8.25,FO,1694501382
460,santa ana,33.7456,-117.8678,26.31,77,75,1.54,US,1694501148
461,cidreira,-30.1811,-50.2056,17.3,94,100,2.59,BR,1694501382
462,portland,45.5234,-122.6762,18.99,72,40,2.06,US,1694500805
463,callao,-12.0667,-77.15,19.16,77,100,3.6,PE,1694501382
464,sandpoint,48.2766,-116.5533,15.25,80,0,0.45,US,1694501363
465,san nicolas,18.1725,120.5953,30.95,74,75,2.57,PH,1694501383
466,beloyarskiy,63.7119,66.6722,17.78,52,27,2.24,RU,1694501383
467,yudong,29.385,106.5194,23.61,86,100,0.84,CN,1694501383
468,kadugli,11.0167,29.7167,22.48,93,100,3.62,SD,1694501383
469,sola,-13.8833,167.55,27.37,74,75,2.06,VU,1694501384
470,iwanai,42.9744,140.5089,20.49,97,100,2.79,JP,1694501384
471,hancheng,32.5186,112.3522,20.55,94,100,3.4,CN,1694501384
472,jinchang,38.4953,102.1739,29.16,12,49,5.64,CN,1694501384
473,raja,8.4596,25.678,25.62,73,84,1.82,SS,1694501385
474,tabas,33.5959,56.9244,38.12,11,0,1.03,IR,1694501385
475,oviedo,43.3603,-5.8448,16.82,100,100,0.96,ES,1694501385
476,vila velha,-20.3297,-40.2925,21.08,96,40,1.03,BR,1694501385
477,bima,-8.4667,118.7167,32.46,42,14,2.01,ID,1694501385
478,mpanda,-6.3655,31.0409,29.75,41,1,1.58,TZ,1694501386
479,bam,29.106,58.357,38.62,6,0,2.93,IR,1694501386
480,lovington,32.944,-103.3485,17.47,81,97,6.85,US,1694501386
481,qobustan,40.0824,49.412,22.67,61,79,3.94,AZ,1694501386
482,luanda,-8.8368,13.2343,21.0,88,75,2.57,AO,1694501251
483,mabaruma,8.2,-59.7833,24.62,91,23,1.33,GY,1694501387
484,lata,40.1629,-8.3327,17.18,93,5,0.76,PT,1694501387
485,espanola,35.9911,-106.0806,15.95,84,100,1.34,US,1694501387
486,mohr,54.3528,9.7167,19.08,95,75,2.06,DE,1694501388
487,muli,2.9167,73.5667,28.19,72,31,3.69,MV,1694501388
488,pariaman,-0.619,100.12,29.03,75,30,4.08,ID,1694501388
489,kapit,2.0167,112.9333,26.62,87,100,1.05,MY,1694501388
490,lindi,-10.0,39.7167,27.49,68,99,4.05,TZ,1694501389
491,kerikeri,-35.2268,173.9474,12.73,78,0,0.45,NZ,1694501389
492,sparta,43.9441,-90.8129,12.0,96,0,0.0,US,1694501147
493,vetluga,57.8557,45.781,15.75,62,22,1.68,RU,1694501389
494,rikaze,29.25,88.8833,21.15,24,73,1.28,CN,1694501389
495,brokopondo,4.75,-55.1667,25.12,87,87,3.79,SR,1694501390
496,kogalym,62.2654,74.4791,17.69,50,52,1.87,RU,1694501390
497,puerto armuelles,8.2833,-82.8667,27.87,72,96,0.45,PA,1694501390
498,vinh,18.6667,105.6667,31.89,60,100,2.35,VN,1694501390
499,shimoda,34.6667,138.95,28.2,68,20,2.67,JP,1694501390
500,mount isa,-20.7333,139.5,28.87,17,0,6.69,AU,1694501243
501,grand falls-windsor,48.9332,-55.6649,11.39,94,100,0.45,CA,1694501391
502,springbok,-29.6643,17.8865,6.52,43,1,11.23,ZA,1694501391
503,nagqu,31.5,92.0,11.45,34,100,1.79,CN,1694501391
504,soma,39.1855,27.6094,18.53,52,0,5.58,TR,1694501391
505,oroqen zizhiqi,50.5667,123.7167,14.82,33,100,4.41,CN,1694501392
506,rhinelander,45.6366,-89.4121,8.64,87,0,0.0,US,1694501392
507,kandalaksha,67.162,32.4123,15.86,89,100,4.37,RU,1694501392
508,gao,16.6362,1.637,34.41,28,16,2.79,ML,1694501392
509,palikir - national government center,6.9248,158.1611,28.51,70,100,1.65,FM,1694501166
510,murzuq,25.9155,13.9184,26.15,34,0,4.97,LY,1694501393
511,san luis,-33.295,-66.3356,8.28,30,52,7.13,AR,1694501393
512,san luis de la loma,17.2706,-100.8939,25.67,84,24,1.93,MX,1694501393
513,ribadesella,43.4614,-5.0596,18.3,87,79,1.92,ES,1694501393
514,zeya,53.75,127.2667,7.38,83,100,4.89,RU,1694501394
515,anderson,34.5334,-82.6499,22.35,97,0,0.0,US,1694501394
516,bengbu,32.9408,117.3608,21.3,95,100,3.86,CN,1694501394
517,al qusiyah,27.4402,30.8184,28.63,44,0,7.12,EG,1694501394
518,howrah,22.5892,88.3103,33.0,70,75,2.57,IN,1694501395
519,conception bay south,47.4999,-52.9981,13.64,97,100,2.23,CA,1694501395
520,constantia,44.1833,28.65,22.61,54,6,1.78,RO,1694501395
521,natal,-5.795,-35.2094,22.36,100,40,3.09,BR,1694501395
522,aykhal,66.0,111.5,5.83,81,100,5.08,RU,1694501395
523,labrador city,52.9463,-66.9114,3.95,100,100,0.0,CA,1694501396
524,sidney,-33.8679,151.2073,21.44,65,40,5.14,AU,1694501155
525,taipei,25.0478,121.5319,33.93,57,40,4.12,TW,1694501195
526,sergeyevka,53.88,67.4158,14.59,54,34,8.8,KZ,1694501396
527,badiyah,22.45,58.8,36.14,28,31,2.38,OM,1694501396
528,sur,22.5667,59.5289,34.72,39,15,1.0,OM,1694501397
529,muisne,0.6,-80.0333,24.46,88,100,4.92,EC,1694501397
530,khadan khak,30.7477,67.7085,31.7,7,0,2.88,PK,1694501397
531,banda aceh,5.5577,95.3222,30.78,67,99,5.65,ID,1694501062
532,sferracavallo,42.726,12.0956,26.03,75,100,0.47,IT,1694501397
533,palasa,18.7667,84.4167,29.26,75,100,1.7,IN,1694501398
534,lethem,3.3803,-59.7968,23.22,88,31,1.76,GY,1694501398
535,gouyave,12.1646,-61.7296,28.43,84,20,6.17,GD,1694501398
536,howard springs,-12.497,131.047,31.6,52,100,1.7,AU,1694501398
537,taman',45.2117,36.7161,20.99,53,48,2.08,RU,1694501398
538,queimadas,-10.9783,-39.6264,18.47,93,43,2.23,BR,1694501399
539,paris,48.8534,2.3488,19.28,91,100,2.06,FR,1694500844
540,bargaal,11.2864,51.0773,35.49,40,5,7.55,SO,1694501399
541,gaigeturi,33.4644,126.3183,28.03,65,75,5.14,KR,1694501399
542,itigi,-5.7,34.4833,25.44,46,51,3.51,TZ,1694501400
543,pacifica,37.6138,-122.4869,17.07,91,75,6.26,US,1694501400
544,lashkar gah,31.5938,64.3716,37.61,8,0,0.95,AF,1694501400
545,santa vitoria,-18.8386,-50.1214,23.21,35,0,3.01,BR,1694501400
546,bamboo flat,11.7,92.7167,30.05,74,75,6.17,IN,1694501401
547,sandnessjoen,66.0217,12.6316,11.29,93,75,0.0,NO,1694501401
548,ancud,-41.8697,-73.8203,8.54,87,100,4.09,CL,1694501193
549,tanout,14.9709,8.8879,30.41,48,100,5.0,NE,1694501401
550,kitui,-1.367,38.0106,24.44,48,60,3.07,KE,1694501402
551,sao felix do xingu,-6.6447,-51.995,22.73,70,4,0.42,BR,1694501402
552,bilovods'k,49.2085,39.5897,16.09,55,100,2.42,UA,1694501402
553,tateyama,34.9833,139.8667,27.16,70,9,3.73,JP,1694501402
554,xining,36.6167,101.7667,21.58,34,4,1.61,CN,1694501403
555,saint-francois,46.4154,3.9054,16.49,100,0,1.54,FR,1694501403
556,uvira,-3.4067,29.1458,25.96,66,88,2.37,CD,1694501403
557,ryotsu-minato,38.0833,138.4333,27.93,72,85,1.68,JP,1694501403
